,Id,titleRatio,titleErrorDist,company_profileRatio,company_profileErrorDist,descriptionRatio,descriptionErrorDist,requirementsRatio,requirementsErrorDist,benefitsRatio,benefitsErrorDist
20,20,-0.1385273970523962,0.5475963580841007,-0.16542210158624387,0.6989405124228104,0.4360308375019128,-0.164466245340219,-0.276003325361839,0.5752594967823818,-1.1106692850684088,0.3577481256305189
21,21,0.5253644571258962,-0.6876474609857219,-0.4582683566715953,0.3832395831759032,0.058793835508322526,-0.054084245350481695,0.9250906968284686,-0.7765388558294501,-0.43828848882587756,0.6740880215460431
22,22,0.3593914935813231,-0.6876474609857219,-0.4582683566715953,-0.12188190361914847,0.6246493384987079,-0.3420372888019703,0.3912711314105541,-0.13207685051450704,-0.886542352987565,-0.13114080442074574
23,23,0.11043204826446346,0.1358484183941598,1.2988091738405134,-0.8374706765788049,0.4360308375019128,-0.23165528881223302,0.25781624005607545,-0.5250414879016675,0.5702827055379192,-0.5049970450481834
24,24,0.27640501180903654,-0.4817734911407515,0.7131166636698104,0.8252208841215734,-4.279431687417965,2.571087667448923,-2.4112815870334967,10.839495825335012,-3.2398751398364243,15.657095818999508
25,25,0.5253644571258962,-0.2758995212957811,-1.0439608668422982,1.0356881702861782,0.24741233650511765,0.3490500154816024,0.12436134870159683,0.3394807143500855,-0.7744788869471432,0.5302971597662594
26,26,-1.300338141864408,0.9593442977740415,-1.3368071219276496,0.9515012558203363,0.24741233650511765,-0.164466245340219,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
27,27,0.4423779753536097,-0.4817734911407515,-0.16542210158624387,-0.16397536085206943,0.24741233650511765,0.30105784157302096,0.25781624005607545,0.15085768840424846,0.12202884137623171,-0.016108114996918773
28,28,0.6083509388981828,-0.8935214308306925,1.2988091738405134,-0.8374706765788049,0.6246493384987079,-0.3324388540202541,0.6581809141195113,-0.6822273428565316,0.34615577345707543,-0.4474807003362699
29,29,-0.4704733241415424,0.5475963580841007,1.2988091738405134,-0.8374706765788049,0.058793835508322526,0.1618805372381348,0.12436134870159683,0.22945061588168053,-0.21416155674503387,3.6936961189215007
30,30,0.11043204826446346,-0.4817734911407515,0.12742415349910755,-0.5849099331812792,0.6246493384987079,-0.36603337575626105,-0.276003325361839,0.1822948593952213,-10.636063898504267,-0.33244801091244297
31,31,0.4423779753536097,-0.6876474609857219,0.42027040858445897,-0.5638632045648186,-0.6956801684788579,0.10428992854783707,0.12436134870159683,0.009390418944870705,-0.21416155674503387,0.1564409191388217
32,32,0.4423779753536097,-0.4817734911407515,0.42027040858445897,-0.26920900393437186,0.6246493384987079,-0.09727720186820499,0.3912711314105541,0.11942051741327563,0.12202884137623171,-0.07362445970883226
33,33,0.11043204826446346,-0.4817734911407515,1.2988091738405134,-0.8374706765788049,-0.3184431664852677,1.6016457544955782,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
34,34,0.4423779753536097,-0.4817734911407515,0.42027040858445897,0.19381902562775882,0.4360308375019128,0.15708131984727666,0.25781624005607545,0.21373203038619412,0.12202884137623171,0.21395726385073519
35,35,0.27640501180903654,-0.2758995212957811,1.005962918755162,-0.7743304907294235,0.4360308375019128,-0.025288941005332827,-0.009093542652881781,-0.32069987646034404,0.34615577345707543,0.01265005735903797
36,36,0.3593914935813231,-0.4817734911407515,-1.0439608668422982,0.6147535979569685,0.24741233650511765,-0.21245841924880046,0.12436134870159683,0.2766063723681398,0.5702827055379192,-0.5049970450481834
37,37,-0.22151387882468274,-0.4817734911407515,0.7131166636698104,-0.3744426470166743,0.4360308375019128,-0.2796474627208145,-0.1425484340073604,0.11942051741327563,0.23409230741665357,-0.07362445970883226
38,38,0.27640501180903654,-0.6876474609857219,-0.16542210158624387,0.6147535979569685,0.6246493384987079,-0.07808033230477242,-0.276003325361839,0.3080435433591126,0.23409230741665357,0.4727808150543459
39,39,0.4423779753536097,-0.6876474609857219,1.2988091738405134,-0.8374706765788049,0.24741233650511765,0.1618805372381348,-0.8098228907797534,0.056546175431329955,-0.7744788869471432,-0.27493166620052945
40,40,-1.2173516600921215,0.3417223882391302,0.12742415349910755,-0.2060688180849904,0.058793835508322526,0.13308523289298593,-0.009093542652881781,0.1822948593952213,-2.7916212756747365,-0.33244801091244297
41,41,-0.3045003605969693,-0.07002555145081066,-0.4582683566715953,-0.5638632045648186,-4.46805018841476,0.8769639284759984,-0.9432777821342321,-0.22638836348742555,0.00996537533580985,0.32898995327456215
42,42,0.3593914935813231,-0.6876474609857219,-1.3368071219276496,1.5197629284647693,-0.1298246654884726,0.027502450294106758,-0.1425484340073604,0.6695710097553003,-0.21416155674503387,-0.3612061832683997
43,43,0.5253644571258962,0.3417223882391302,-1.0439608668422982,0.5726601407240476,0.6246493384987079,0.1186875807204115,-0.009093542652881781,-0.3364184619558305,0.23409230741665357,-0.3612061832683997
44,44,-0.05554091528010965,-0.07002555145081066,1.2988091738405134,-0.8374706765788049,0.4360308375019128,0.3154554937455954,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
45,45,0.4423779753536097,-0.6876474609857219,-0.4582683566715953,0.2569592114771403,-0.1298246654884726,0.3490500154816024,0.9250906968284686,-0.7765388558294501,-0.21416155674503387,0.24271543620669192
46,46,0.8573103842150425,-0.6876474609857219,0.12742415349910755,0.3411461259429822,0.058793835508322526,-0.130871723604212,0.25781624005607545,-0.509322902406181,0.00996537533580985,0.5590553321222161
47,47,0.5253644571258962,-0.6876474609857219,1.2988091738405134,-0.8374706765788049,0.24741233650511765,0.44023514590790713,-0.009093542652881781,0.07226476092681637,0.12202884137623171,-0.15989897677670248
48,48,0.6913374206704693,-0.2758995212957811,1.2988091738405134,-0.8374706765788049,0.24741233650511765,-0.27484824532995633,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
49,49,-1.1343651783198347,-0.07002555145081066,-0.4582683566715953,-0.4586295614825162,-0.1298246654884726,-0.06368268013219798,-1.0767326734887106,1.1411285746198927,0.5702827055379192,-0.5049970450481834
50,50,0.6083509388981828,-0.6876474609857219,1.2988091738405134,-0.8374706765788049,0.24741233650511765,0.20987271114671624,-0.6763679994252748,2.131399460835537,0.12202884137623171,-0.18865714913265924
51,51,-0.6364462876861156,0.7534703279290711,0.7131166636698104,-0.2271155467014509,0.4360308375019128,-0.31804120184767964,-0.009093542652881781,0.4809479838094632,-0.6624154209067213,-0.15989897677670248
52,52,0.027445566492176904,0.7534703279290711,-0.4582683566715953,0.15172556839483783,0.24741233650511765,0.2962586241821628,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
53,53,0.6083509388981828,-0.4817734911407515,1.2988091738405134,-0.8374706765788049,0.058793835508322526,-0.06368268013219798,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
54,54,-0.6364462876861156,-0.4817734911407515,1.2988091738405134,-0.8374706765788049,0.4360308375019128,0.046699319857539334,-0.5429131080707963,-0.35213704745131685,0.5702827055379192,-0.5049970450481834
55,55,0.27640501180903654,-0.4817734911407515,-0.4582683566715953,1.6249965715470718,0.6246493384987079,-0.2508521583756656,0.12436134870159683,0.4023550563320311,-0.32622502278545573,0.8466370556817835
56,56,-0.05554091528010965,1.9887141469988938,0.42027040858445897,-0.1850220894685299,0.4360308375019128,-0.26524981054824004,0.3912711314105541,-0.6979459283520181,-0.21416155674503387,-0.33244801091244297
57,57,0.3593914935813231,-0.2758995212957811,-0.4582683566715953,0.7620806982721919,0.6246493384987079,0.003506363339816038,-0.1425484340073604,0.056546175431329955,0.5702827055379192,-0.5049970450481834
58,58,-0.3045003605969693,0.7534703279290711,-1.0439608668422982,-0.43758283286605576,0.4360308375019128,-0.36603337575626105,-0.009093542652881781,0.512385154800436,0.5702827055379192,-0.5049970450481834
59,59,0.4423779753536097,-0.4817734911407515,-0.16542210158624387,0.15172556839483783,0.24741233650511765,0.003506363339816038,0.25781624005607545,-0.430729974928749,0.00996537533580985,0.07016640207095146
60,60,-0.05554091528010965,0.7534703279290711,-3.0938846524397583,0.635800326573429,-2.0160096754564236,0.23866801549186512,0.12436134870159683,-0.6665087573610452,0.5702827055379192,-0.5049970450481834
61,61,0.27640501180903654,-0.4817734911407515,-1.0439608668422982,-0.14292863223560895,0.24741233650511765,0.13308523289298593,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
62,62,0.27640501180903654,-0.4817734911407515,-0.4582683566715953,0.6989405124228104,0.24741233650511765,0.35384923287246056,-0.1425484340073604,0.025109004440357123,-1.3347962171492525,-0.27493166620052945
63,63,0.11043204826446346,0.5475963580841007,0.42027040858445897,-0.4586295614825162,0.6246493384987079,0.013104798121532327,-0.009093542652881781,0.2923249578636262,-1.4468596831896743,0.6165716768341296
64,64,0.5253644571258962,-0.4817734911407515,-1.0439608668422982,-0.43758283286605576,-0.1298246654884726,0.008305580730674183,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
65,65,0.27640501180903654,-0.4817734911407515,-1.0439608668422982,-0.43758283286605576,0.24741233650511765,-0.12127328882249572,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
66,66,0.5253644571258962,-0.07002555145081066,-1.0439608668422982,-0.43758283286605576,-0.6956801684788579,-0.020489723614474684,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
67,67,0.5253644571258962,-0.4817734911407515,-0.16542210158624387,-0.037694989153306525,-0.1298246654884726,0.26266410244615584,0.25781624005607545,0.21373203038619412,0.00996537533580985,1.134218779241351
68,68,-0.05554091528010965,0.1358484183941598,0.7131166636698104,-0.4796762900989767,0.4360308375019128,-0.2172576366396586,-1.0767326734887106,2.131399460835537,0.34615577345707543,0.0989245744269082
69,69,0.19341853003675,0.5475963580841007,0.12742415349910755,-0.4586295614825162,0.6246493384987079,0.1282860155021278,0.3912711314105541,0.07226476092681637,-0.7744788869471432,0.8466370556817835
70,70,0.3593914935813231,-0.2758995212957811,0.42027040858445897,-0.1850220894685299,0.4360308375019128,-0.24605294098480746,-0.5429131080707963,-0.11635826501902063,0.34615577345707543,-0.4187225279803132
71,71,0.19341853003675,-0.07002555145081066,0.12742415349910755,-0.14292863223560895,0.4360308375019128,-0.18846233229450973,0.25781624005607545,0.15085768840424846,0.12202884137623171,0.12768274678286495
72,72,0.27640501180903654,-0.6876474609857219,0.12742415349910755,-0.2060688180849904,0.4360308375019128,-0.03488737578704912,0.25781624005607545,-0.24210694898291196,-0.10209809070461201,0.01265005735903797
73,73,0.3593914935813231,-0.4817734911407515,-0.7511146117569467,0.27800594009360075,0.058793835508322526,-0.025288941005332827,0.25781624005607545,-0.6036344153790996,0.5702827055379192,-0.5049970450481834
74,74,0.4423779753536097,-0.4817734911407515,0.12742415349910755,-0.10083517500268797,0.6246493384987079,-0.08287954969563056,0.25781624005607545,0.5909780822778681,0.00996537533580985,1.7956567434283561
75,75,0.3593914935813231,-0.4817734911407515,0.7131166636698104,0.8252208841215734,-0.3184431664852677,-0.01569050622361654,-1.3436424561976679,5.8409856377703315,0.45821923949749727,-0.4187225279803132
76,76,0.4423779753536097,-0.6876474609857219,-1.3368071219276496,-0.12188190361914847,0.6246493384987079,-0.22205685403051673,0.3912711314105541,0.9367869631785692,0.5702827055379192,-0.5049970450481834
77,77,0.6083509388981828,-0.07002555145081066,0.42027040858445897,-0.1850220894685299,0.24741233650511765,-0.13567094099507016,0.3912711314105541,-0.7451016848384773,-0.21416155674503387,-0.4474807003362699
78,78,0.27640501180903654,-0.4817734911407515,-0.7511146117569467,-0.7111903048800421,-1.4501541724660385,-0.19326154968536788,-1.3436424561976679,-0.3678556329468033,0.00996537533580985,-0.47623887269222664
79,79,0.5253644571258962,-0.6876474609857219,0.12742415349910755,-0.10083517500268797,0.24741233650511765,-0.3324388540202541,0.3912711314105541,-0.1949511924964527,0.00996537533580985,-0.2461734938445727
80,80,-0.8024192512306886,-0.4817734911407515,-0.16542210158624387,1.9617442294104395,-0.1298246654884726,-0.06848189752305613,0.5247260227650327,-0.47788573141520824,0.12202884137623171,0.3577481256305189
81,81,0.5253644571258962,-0.6876474609857219,-0.4582683566715953,0.9725479844367968,0.4360308375019128,-0.10687563664992128,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
82,82,0.6083509388981828,-0.6876474609857219,-0.16542210158624387,0.2148657542442193,0.6246493384987079,-0.35643494097454476,-0.1425484340073604,2.9016101501143714,0.23409230741665357,0.24271543620669192
83,83,-0.1385273970523962,1.165218267619012,0.7131166636698104,-0.6270033904142001,0.058793835508322526,0.43543592851704904,0.25781624005607545,0.2766063723681398,0.00996537533580985,-0.3036898385564862
84,84,0.4423779753536097,-0.6876474609857219,0.12742415349910755,0.025445196696074934,0.4360308375019128,-0.23645450620309116,-0.1425484340073604,0.2766063723681398,0.12202884137623171,-0.3036898385564862
85,85,0.19341853003675,1.165218267619012,0.42027040858445897,-0.1850220894685299,0.4360308375019128,-0.2604505931573819,0.3912711314105541,-0.6822273428565316,-0.7744788869471432,-0.4474807003362699
86,86,-0.4704733241415424,-0.07002555145081066,-0.16542210158624387,1.9617442294104395,0.058793835508322526,0.027502450294106758,-0.4094582167163176,-0.22638836348742555,0.12202884137623171,0.2714736085626487
87,87,0.4423779753536097,-0.07002555145081066,0.12742415349910755,-0.41653610424959525,0.6246493384987079,-0.0012928540510421063,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
88,88,0.11043204826446346,-0.2758995212957811,0.12742415349910755,-0.1850220894685299,0.4360308375019128,-0.3612341583654029,-0.009093542652881781,0.2923249578636262,-1.5589231492300961,-0.15989897677670248
89,89,0.5253644571258962,-0.2758995212957811,-0.16542210158624387,0.004398468079614448,0.24741233650511765,-0.04928502795962355,-0.1425484340073604,-0.13207685051450704,0.5702827055379192,-0.5049970450481834
90,90,-1.466311105408981,0.3417223882391302,1.2988091738405134,-0.8374706765788049,-1.2615356714692434,-0.22205685403051673,0.12436134870159683,-0.2735441199738848,0.5702827055379192,-0.5049970450481834
91,91,-0.4704733241415424,0.1358484183941598,-0.16542210158624387,0.08858538254545639,0.24741233650511765,0.003506363339816038,0.25781624005607545,-0.02204675204610213,0.5702827055379192,-0.5049970450481834
92,92,0.11043204826446346,-0.2758995212957811,-0.7511146117569467,-0.7111903048800421,-1.6387726734628336,-0.17886389751279344,-1.3436424561976679,-0.3678556329468033,0.00996537533580985,-0.47623887269222664
93,93,0.3593914935813231,-0.6876474609857219,0.42027040858445897,0.3411461259429822,-0.6956801684788579,0.5602155806793607,-0.009093542652881781,-0.4621671459197218,-0.7744788869471432,0.8466370556817835
94,94,0.11043204826446346,-0.2758995212957811,-0.7511146117569467,-0.7111903048800421,-1.4501541724660385,-0.19326154968536788,-1.3436424561976679,-0.3678556329468033,0.00996537533580985,-0.47623887269222664
95,95,-0.38748684236925585,1.3710922374639825,-0.4582683566715953,0.44637976902528465,0.058793835508322526,0.20027427636499995,-0.009093542652881781,-0.053483923037074964,-10.636063898504267,-0.47623887269222664
96,96,-0.05554091528010965,-0.07002555145081066,0.7131166636698104,-0.5638632045648186,0.6246493384987079,-0.2940451148933889,0.25781624005607545,0.07226476092681637,0.5702827055379192,-0.5049970450481834
97,97,0.940296865987329,-0.8935214308306925,-1.0439608668422982,1.54080965708123,-0.884298669475653,-0.28924589750253077,-0.5429131080707963,-0.21066977799193912,0.00996537533580985,-0.3036898385564862
98,98,0.19341853003675,-0.6876474609857219,1.2988091738405134,-0.8374706765788049,-0.1298246654884726,-0.26524981054824004,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
99,99,-0.3045003605969693,-0.07002555145081066,-1.0439608668422982,3.666529247343739,-0.1298246654884726,-0.058883462741339834,-0.1425484340073604,0.056546175431329955,0.12202884137623171,1.3355259857330481
100,100,-0.3045003605969693,0.7534703279290711,1.2988091738405134,-0.8374706765788049,-1.2615356714692434,-0.08287954969563056,0.12436134870159683,0.41807364182751755,-10.636063898504267,-0.33244801091244297
101,101,0.19341853003675,-0.6876474609857219,-0.16542210158624387,-0.0797884463862275,0.6246493384987079,-0.20765920185794232,0.6581809141195113,-0.5879158298836131,-0.5503519548662994,0.041408229714994714
102,102,0.27640501180903654,-0.4817734911407515,0.42027040858445897,-0.6059566617977397,0.24741233650511765,0.013104798121532327,0.25781624005607545,0.21373203038619412,0.45821923949749727,-0.4187225279803132
103,103,0.4423779753536097,-0.6876474609857219,-1.0439608668422982,-0.43758283286605576,-0.6956801684788579,0.19067584158328366,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
104,104,0.3593914935813231,0.1358484183941598,-0.7511146117569467,-0.7111903048800421,-0.884298669475653,-0.19806076707622602,-1.7440071302611038,-0.3364184619558305,0.00996537533580985,-0.47623887269222664
105,105,0.4423779753536097,-0.4817734911407515,-0.16542210158624387,1.1830152706014017,0.4360308375019128,-0.13567094099507016,0.12436134870159683,-0.509322902406181,-0.10209809070461201,0.5302971597662594
106,106,0.4423779753536097,-0.6876474609857219,1.2988091738405134,-0.8374706765788049,-0.1298246654884726,-0.17886389751279344,-0.1425484340073604,-0.41501138943326255,-0.10209809070461201,0.12768274678286495
107,107,0.6083509388981828,-0.6876474609857219,0.12742415349910755,-0.33234918978375333,-0.6956801684788579,-0.0012928540510421063,-0.009093542652881781,-0.06920250853256138,0.23409230741665357,0.21395726385073519
108,108,0.11043204826446346,-0.6876474609857219,1.2988091738405134,-0.8374706765788049,0.813267839495503,-0.3900294627105518,-0.4094582167163176,-0.6822273428565316,0.00996537533580985,-0.4187225279803132
109,109,-0.3045003605969693,-0.2758995212957811,0.42027040858445897,-0.5638632045648186,0.4360308375019128,0.30105784157302096,0.12436134870159683,0.11942051741327563,0.5702827055379192,-0.5049970450481834
110,110,-0.8854057330029752,0.5475963580841007,0.12742415349910755,0.025445196696074934,-1.0729171704724483,-0.20765920185794232,-3.07855604380589,0.32376212885459904,0.5702827055379192,-0.5049970450481834
111,111,0.6083509388981828,-0.4817734911407515,0.42027040858445897,-0.3533959184002138,0.6246493384987079,-0.08287954969563056,0.5247260227650327,-0.2892627054693712,-1.5589231492300961,-0.3036898385564862
112,112,-0.22151387882468274,1.5769662073089528,-1.9224996320983525,0.19381902562775882,-1.0729171704724483,-0.1404701583859283,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
113,113,0.3593914935813231,-0.07002555145081066,-0.16542210158624387,0.23591248286067978,0.058793835508322526,0.1186875807204115,0.3912711314105541,-0.47788573141520824,0.5702827055379192,-0.5049970450481834
114,114,0.27640501180903654,-0.4817734911407515,0.12742415349910755,-0.29025573255083237,0.6246493384987079,-0.19806076707622602,0.3912711314105541,-0.22638836348742555,-0.10209809070461201,0.2714736085626487
115,115,0.19341853003675,0.1358484183941598,1.2988091738405134,-0.8374706765788049,0.6246493384987079,-0.16926546273107715,0.25781624005607545,-0.3364184619558305,0.5702827055379192,-0.5049970450481834
116,116,-0.6364462876861156,0.3417223882391302,1.2988091738405134,-0.8374706765788049,0.4360308375019128,-0.16926546273107715,-0.4094582167163176,-0.053483923037074964,-1.5589231492300961,-0.33244801091244297
117,117,0.6083509388981828,-0.6876474609857219,-0.4582683566715953,1.414529285382467,0.24741233650511765,-0.0876787670864887,0.3912711314105541,0.701008180746273,-0.10209809070461201,-0.2461734938445727
118,118,0.27640501180903654,0.1358484183941598,1.2988091738405134,-0.8374706765788049,0.6246493384987079,-0.37563181053797734,0.12436134870159683,-0.3678556329468033,0.5702827055379192,-0.5049970450481834
119,119,0.27640501180903654,-0.6876474609857219,-1.0439608668422982,-0.43758283286605576,-0.884298669475653,0.13788445028384408,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
120,120,0.5253644571258962,-0.07002555145081066,-1.0439608668422982,-0.6270033904142001,0.6246493384987079,-0.3324388540202541,-0.5429131080707963,-0.7293830993429908,0.5702827055379192,-0.5049970450481834
121,121,0.11043204826446346,0.1358484183941598,-0.4582683566715953,-0.26920900393437186,0.4360308375019128,-0.11167485404077943,-0.009093542652881781,0.24516920137716697,-0.6624154209067213,0.41526447034243236
122,122,0.4423779753536097,-0.4817734911407515,0.12742415349910755,0.0675386539289959,0.058793835508322526,0.7953772328314099,-0.276003325361839,-0.053483923037074964,0.5702827055379192,-0.5049970450481834
123,123,0.3593914935813231,-0.4817734911407515,-0.4582683566715953,-0.7111903048800421,0.4360308375019128,-0.2940451148933889,-0.6763679994252748,0.009390418944870705,-0.5503519548662994,1.5368331922247453
124,124,0.5253644571258962,-0.8935214308306925,-1.3368071219276496,0.5726601407240476,-0.5070616674820628,-0.03488737578704912,-0.9432777821342321,-0.5564786588926403,-0.10209809070461201,-0.4474807003362699
125,125,0.4423779753536097,-0.2758995212957811,1.2988091738405134,-0.8374706765788049,0.24741233650511765,0.5506171458976444,0.12436134870159683,2.0213693623671323,0.5702827055379192,-0.5049970450481834
126,126,-0.22151387882468274,1.165218267619012,1.2988091738405134,-0.8374706765788049,-1.0729171704724483,0.1090891459386952,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
127,127,0.11043204826446346,-0.2758995212957811,-0.7511146117569467,-0.7111903048800421,-1.4501541724660385,-0.19326154968536788,-1.3436424561976679,-0.3678556329468033,0.00996537533580985,-0.47623887269222664
128,128,0.027445566492176904,-0.07002555145081066,-0.4582683566715953,0.3411461259429822,0.6246493384987079,-0.12607250621335386,0.25781624005607545,-0.3835742184422897,-0.6624154209067213,0.3865062979864756
129,129,-0.5534598059138289,-0.4817734911407515,-1.9224996320983525,0.8041741555051128,-0.1298246654884726,0.03710088507582305,-0.009093542652881781,-0.11635826501902063,0.5702827055379192,-0.5049970450481834
130,130,0.4423779753536097,-0.4817734911407515,-0.16542210158624387,-0.037694989153306525,-0.1298246654884726,-0.15966702794936086,0.3912711314105541,0.0879833464223028,0.00996537533580985,-0.10238263206478901
131,131,0.5253644571258962,-0.4817734911407515,-0.7511146117569467,3.28768813224745,0.4360308375019128,-0.04928502795962355,0.12436134870159683,2.3043039012858877,-0.43828848882587756,1.479316847512832
132,132,-0.1385273970523962,0.3417223882391302,-0.16542210158624387,0.29905266871006125,0.058793835508322526,0.022703232903248615,-0.4094582167163176,0.7167267662417595,-1.5589231492300961,0.18519909149477842
133,133,-6.860432420607607,0.9593442977740415,0.12742415349910755,-0.41653610424959525,0.4360308375019128,0.008305580730674183,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
134,134,0.027445566492176904,-0.2758995212957811,0.12742415349910755,-0.4796762900989767,-1.0729171704724483,-0.3324388540202541,-1.6105522389066251,-0.41501138943326255,0.5702827055379192,-0.5049970450481834
135,135,0.4423779753536097,0.3417223882391302,-0.4582683566715953,0.44637976902528465,0.4360308375019128,-0.22685607142137487,0.25781624005607545,-0.1635140215054799,-0.21416155674503387,0.041408229714994714
136,136,0.19341853003675,-0.6876474609857219,0.42027040858445897,-0.6059566617977397,0.058793835508322526,-0.31804120184767964,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
137,137,0.19341853003675,-0.6876474609857219,-1.0439608668422982,-0.43758283286605576,0.058793835508322526,-0.23645450620309116,0.9250906968284686,-0.7765388558294501,0.5702827055379192,-0.5049970450481834
138,138,-0.3045003605969693,0.9593442977740415,0.12742415349910755,0.10963211116191687,-0.5070616674820628,-0.1404701583859283,-1.2101875648431892,-0.1792326070009663,0.5702827055379192,-0.5049970450481834
